target_date,section,similar_date,score,event,fwd_5d,fwd_10d,fwd_21d
2026-03-31,25Y_broad,2026-03-27,0.9077,,,,
2026-03-31,25Y_broad,2026-03-30,0.8688,,,,
2026-03-31,25Y_broad,2026-03-25,0.8462,,,,
2026-03-31,25Y_broad,2026-03-26,0.7711,,,,
2026-03-31,25Y_broad,2022-05-16,0.7283,,,,
2026-03-31,25Y_broad,2026-03-23,0.7218,,,,
2026-03-31,25Y_broad,2026-03-19,0.7148,,,,
2026-03-31,25Y_broad,2026-03-20,0.7038,,,,
2026-03-31,25Y_broad,2022-05-19,0.6923,,,,
2026-03-31,25Y_broad,2026-03-24,0.6872,,,,
2026-03-31,25Y_broad,2022-05-13,0.6606,,,,
2026-03-31,25Y_broad,2022-05-17,0.659,,,,
2026-03-31,25Y_broad,2026-03-13,0.6567,,,,
2026-03-31,25Y_broad,2026-03-18,0.6555,,,,
2026-03-31,25Y_broad,2022-05-18,0.6535,,,,
2026-03-31,25Y_broad,2021-10-06,0.6525,,,,
2026-03-31,25Y_broad,2005-04-05,0.6484,,,,
2026-03-31,25Y_broad,2010-02-16,0.6474,,,,
2026-03-31,25Y_broad,2026-03-12,0.6349,,,,
2026-03-31,25Y_broad,2026-03-17,0.6345,,,,
2026-03-31,25Y_broad,2010-02-18,0.6283,,,,
2026-03-31,25Y_broad,2021-10-05,0.6236,,,,
2026-03-31,25Y_broad,2020-03-25,0.6201,,,,
2026-03-31,25Y_broad,2023-08-28,0.6185,,,,
2026-03-31,25Y_broad,2010-02-11,0.6163,,,,
2026-03-31,25Y_broad,2013-06-28,0.616,,,,
2026-03-31,25Y_broad,2022-05-03,0.6144,,,,
2026-03-31,25Y_broad,2026-03-16,0.6139,,,,
2026-03-31,25Y_broad,2010-05-28,0.613,,,,
2026-03-31,25Y_broad,2023-10-10,0.6118,,,,
2026-03-31,25Y_broad,2023-08-24,0.6109,,,,
2026-03-31,25Y_broad,2021-10-07,0.6095,,,,
2026-03-31,25Y_broad,2020-03-27,0.6093,,,,
2026-03-31,25Y_broad,2010-06-02,0.6088,,,,
2026-03-31,25Y_broad,2016-01-27,0.6082,,,,
2026-03-31,25Y_broad,2010-02-17,0.6067,,,,
2026-03-31,25Y_broad,2011-11-29,0.6041,,,,
2026-03-31,25Y_broad,2010-02-12,0.6006,,,,
2026-03-31,25Y_broad,2010-06-01,0.5995,,,,
2026-03-31,25Y_broad,2004-05-17,0.5962,,,,
2026-03-31,25Y_broad,2004-05-06,0.5946,,,,
2026-03-31,25Y_broad,2022-04-29,0.5943,,,,
2026-03-31,25Y_broad,2022-05-06,0.5894,,,,
2026-03-31,25Y_broad,2008-07-03,0.5893,,,,
2026-03-31,25Y_broad,2023-10-12,0.5887,,,,
2026-03-31,25Y_broad,2005-03-31,0.5885,,,,
2026-03-31,25Y_broad,2013-06-27,0.5872,,,,
2026-03-31,25Y_broad,2010-05-27,0.5871,,,,
2026-03-31,25Y_broad,2023-08-23,0.5867,,,,
2026-03-31,25Y_broad,2022-02-03,0.5863,,,,
2026-03-31,25Y_broad,2021-12-09,0.5859,,,,
2026-03-31,25Y_broad,2002-10-01,0.5859,,,,
2026-03-31,25Y_broad,2016-01-25,0.5857,,,,
2026-03-31,25Y_broad,2021-10-08,0.5851,,,,
2026-03-31,25Y_broad,2023-10-13,0.5847,,,,
2026-03-31,25Y_broad,2008-06-30,0.5846,,,,
2026-03-31,25Y_broad,2008-07-07,0.582,,,,
2026-03-31,25Y_broad,2023-10-11,0.5816,,,,
2026-03-31,25Y_broad,2022-05-20,0.58,,,,
2026-03-31,25Y_broad,2018-02-21,0.5792,,,,
2026-03-31,25Y_broad,2022-05-04,0.5792,,,,
2026-03-31,25Y_broad,2020-03-24,0.5769,,,,
2026-03-31,25Y_broad,2005-04-01,0.5768,,,,
2026-03-31,25Y_broad,2024-12-31,0.5767,,,,
2026-03-31,25Y_broad,2002-09-30,0.573,,,,
2026-03-31,25Y_broad,2023-08-25,0.5729,,,,
2026-03-31,25Y_broad,2016-01-26,0.5726,,,,
2026-03-31,25Y_broad,2015-09-14,0.5716,,,,
2026-03-31,25Y_broad,2005-04-04,0.5708,,,,
2026-03-31,25Y_broad,2016-01-28,0.5707,,,,
2026-03-31,25Y_broad,2004-05-18,0.5692,,,,
2026-03-31,25Y_broad,2001-10-01,0.5686,,,,
2026-03-31,25Y_broad,2018-10-19,0.5682,,,,
2026-03-31,25Y_broad,2021-12-06,0.5677,,,,
2026-03-31,25Y_broad,2022-05-12,0.5672,,,,
2026-03-31,25Y_broad,2001-03-29,0.5668,,,,
2026-03-31,25Y_broad,2004-05-21,0.5666,,,,
2026-03-31,25Y_broad,2006-05-30,0.5664,,,,
2026-03-31,25Y_broad,2022-05-02,0.5661,,,,
2026-03-31,25Y_broad,2008-10-17,0.5649,,,,
2026-03-31,25Y_broad,2013-07-03,0.5648,,,,
2026-03-31,25Y_broad,2025-01-10,0.5648,,,,
2026-03-31,25Y_broad,2021-10-11,0.5646,,,,
2026-03-31,25Y_broad,2022-05-09,0.5644,,,,
2026-03-31,25Y_broad,2018-02-16,0.5642,,,,
2026-03-31,25Y_broad,2018-02-12,0.564,,,,
2026-03-31,25Y_broad,2004-05-05,0.5637,,,,
2026-03-31,25Y_broad,2010-06-11,0.563,,,,
2026-03-31,25Y_broad,2018-02-14,0.562,,,,
2026-03-31,25Y_broad,2013-07-02,0.562,,,,
2026-03-31,25Y_broad,2025-01-02,0.5609,,,,
2026-03-31,25Y_broad,2001-10-02,0.5595,,,,
2026-03-31,25Y_broad,2004-08-03,0.5587,,,,
2026-03-31,25Y_broad,2023-08-22,0.5586,,,,
2026-03-31,25Y_broad,2008-07-01,0.5581,,,,
2026-03-31,25Y_broad,2021-12-07,0.5553,,,,
2026-03-31,25Y_broad,2020-03-23,0.5538,,,,
2026-03-31,25Y_broad,2022-05-05,0.5536,,,,
2026-03-31,25Y_broad,2004-03-31,0.5534,,,,
2026-03-31,25Y_broad,2008-10-30,0.5528,,,,
2026-03-31,SPY_deep,2026-03-25,0.6905,,,,
2026-03-31,SPY_deep,1999-08-11,0.6616,,2.64,6.27,4.35
2026-03-31,SPY_deep,1994-11-29,0.633,Bond Massacre / Tequila,-0.04,-0.31,0.99
2026-03-31,SPY_deep,2010-08-31,0.6232,,4.84,7.38,8.38
2026-03-31,SPY_deep,2023-10-04,0.6078,,2.75,1.31,1.44
2026-03-31,SPY_deep,1998-08-12,0.5963,Asian Crisis / LTCM,1.29,0.17,-6.44
2026-03-31,SPY_deep,2005-04-01,0.5816,,0.49,-2.79,-0.88
2026-03-31,SPY_deep,2024-12-30,0.5807,,0.07,0.78,2.31
2026-03-31,SPY_deep,2012-11-16,0.5795,,3.43,3.73,6.6
2026-03-31,SPY_deep,2008-07-10,0.5586,GFC,-0.08,0.17,3.25
2026-03-31,SPY_deep,1999-09-28,0.5552,,1.78,2.53,1.39
2026-03-31,SPY_deep,2023-09-29,0.5552,,0.48,0.94,-2.78
2026-03-31,SPY_deep,1999-09-22,0.5551,,-2.91,1.55,-1.23
2026-03-31,SPY_deep,2001-03-19,0.555,Dot-com Crash,-1.2,-2.68,5.67
2026-03-31,SPY_deep,1996-06-21,0.547,,0.45,-2.25,-6.17
2026-03-31,SPY_deep,2014-09-30,0.5457,,-1.91,-4.73,0.55
2026-03-31,SPY_deep,2004-08-03,0.5427,,-1.66,-1.18,1.01
2026-03-31,SPY_deep,2006-05-30,0.5378,,0.56,-2.82,-1.07
2026-03-31,SPY_deep,2012-11-07,0.5358,,-2.71,-0.19,1.93
2026-03-31,SPY_deep,2023-10-02,0.5309,,1.17,2.04,-2.13
2026-03-31,SPY_deep,2022-05-06,0.5302,Inflation / Rate Hike Bear,-2.34,-5.28,1.07
2026-03-31,SPY_deep,1994-03-03,0.5271,Bond Massacre / Tequila,0.06,1.48,-5.69
2026-03-31,SPY_deep,1994-12-05,0.5253,Bond Massacre / Tequila,-0.59,0.44,0.86
2026-03-31,SPY_deep,2004-07-16,0.5243,,-1.58,0.12,-2.18
2026-03-31,SPY_deep,2011-06-02,0.5243,,-1.77,-3.36,1.66
2026-03-31,SPY_deep,2002-10-10,0.5228,Dot-com Crash,9.48,9.59,11.19
2026-03-31,SPY_deep,2001-02-28,0.5218,Dot-com Crash,2.44,-5.08,-6.83
2026-03-31,SPY_deep,2015-04-01,0.5211,,1.56,2.27,2.44
2026-03-31,SPY_deep,2014-02-06,0.5185,,3.12,3.61,6.02
2026-03-31,SPY_deep,1996-06-25,0.5178,,0.87,-1.53,-5.2
2026-03-31,SPY_deep,2000-09-25,0.517,Dot-com Crash,-0.28,-2.95,-3.23
2026-03-31,SPY_deep,1998-08-17,0.5156,Asian Crisis / LTCM,0.8,-11.42,-3.12
2026-03-31,SPY_deep,2019-01-03,0.5115,,6.01,7.68,11.36
2026-03-31,SPY_deep,2002-06-13,0.5111,Dot-com Crash,-0.33,-2.09,-9.07
2026-03-31,SPY_deep,1996-04-08,0.5068,,-0.22,0.99,-0.64
2026-03-31,SPY_deep,2014-10-06,0.5064,,-4.52,-3.05,2.44
2026-03-31,SPY_deep,2026-03-19,0.5056,,-2.23,,
2026-03-31,SPY_deep,2022-05-16,0.5041,Inflation / Rate Hike Bear,-0.79,3.21,-5.22
2026-03-31,SPY_deep,2000-09-27,0.5034,Dot-com Crash,0.37,-4.63,-4.52
2026-03-31,SPY_deep,2012-11-20,0.5025,,1.63,1.66,4.26
2026-03-31,SPY_deep,2008-09-16,0.5003,GFC,-2.91,-5.0,-26.27
2026-03-31,SPY_deep,2002-09-27,0.4991,Dot-com Crash,-2.36,1.7,8.29
2026-03-31,SPY_deep,2018-10-19,0.4982,Fed Tightening Selloff,-3.95,-1.58,-2.59
2026-03-31,SPY_deep,2004-07-13,0.4978,,-0.2,-1.87,-3.31
2026-03-31,SPY_deep,1999-08-12,0.4971,,1.86,5.06,3.7
2026-03-31,SPY_deep,2005-10-18,0.4971,,1.61,2.27,4.81
2026-03-31,SPY_deep,2024-08-09,0.493,Yen Carry Unwind,4.0,5.47,2.96
2026-03-31,SPY_deep,2008-07-16,0.4923,GFC,3.4,3.69,4.5
2026-03-31,SPY_deep,2008-10-13,0.491,GFC,-2.51,-17.17,-11.43
2026-03-31,SPY_deep,2013-08-28,0.49,,1.25,3.07,3.05
2026-03-31,SPY_deep,2004-05-06,0.4879,,-1.63,-1.96,2.58
2026-03-31,SPY_deep,2025-01-10,0.4865,,2.94,3.25,4.28
2026-03-31,SPY_deep,1996-06-26,0.4843,,1.34,-2.85,-4.05
2026-03-31,SPY_deep,2001-02-27,0.4829,Dot-com Crash,-0.28,-5.08,-9.02
2026-03-31,SPY_deep,1996-06-24,0.4827,,1.12,-2.03,-6.17
2026-03-31,SPY_deep,2004-07-28,0.4811,,0.09,-1.76,0.91
2026-03-31,SPY_deep,2002-09-25,0.4807,Dot-com Crash,-1.42,-7.41,4.75
2026-03-31,SPY_deep,2004-07-09,0.4804,,-0.91,-2.48,-4.23
2026-03-31,SPY_deep,2004-08-12,0.4776,,2.55,3.85,6.03
2026-03-31,SPY_deep,2014-08-11,0.477,,1.84,3.3,3.24
2026-03-31,SPY_deep,2013-08-23,0.4767,,-1.78,0.61,1.75
2026-03-31,SPY_deep,1998-06-19,0.4751,Asian Crisis / LTCM,3.3,5.4,5.85
2026-03-31,SPY_deep,1999-10-01,0.4748,,4.21,-2.79,5.52
2026-03-31,SPY_deep,2008-07-08,0.4742,GFC,-4.91,0.19,1.33
2026-03-31,SPY_deep,2002-06-14,0.4734,Dot-com Crash,-2.09,-2.41,-10.69
2026-03-31,SPY_deep,2002-09-26,0.4726,Dot-com Crash,-3.99,-5.95,5.21
2026-03-31,SPY_deep,2000-11-30,0.4721,Dot-com Crash,1.04,1.61,-2.62
2026-03-31,SPY_deep,1999-08-06,0.4719,,2.13,2.71,3.9
2026-03-31,SPY_deep,2005-10-17,0.4713,,0.71,0.86,3.47
2026-03-31,SPY_deep,2000-05-09,0.4712,Dot-com Crash,3.81,-2.34,3.96
2026-03-31,SPY_deep,1996-01-16,0.4708,,0.95,3.58,7.84
2026-03-31,SPY_deep,2010-02-04,0.4689,,1.59,4.42,7.36
2026-03-31,SPY_deep,2000-05-10,0.4671,Dot-com Crash,5.09,1.53,6.12
2026-03-31,SPY_deep,2018-10-22,0.4669,Fed Tightening Selloff,-4.05,-0.59,-3.96
2026-03-31,SPY_deep,2021-09-24,0.4666,,-2.18,-1.36,2.62
2026-03-31,SPY_deep,2015-04-02,0.4664,,1.74,0.73,2.36
2026-03-31,SPY_deep,2021-09-23,0.4663,,-3.17,-1.02,2.24
2026-03-31,SPY_deep,2012-11-15,0.466,,4.16,4.75,5.95
2026-03-31,SPY_deep,2008-07-03,0.4655,GFC,-1.96,-0.26,-1.05
2026-03-31,SPY_deep,1998-06-02,0.4652,Asian Crisis / LTCM,2.36,-0.4,4.56
2026-03-31,SPY_deep,2021-09-28,0.4641,,-0.14,-0.02,4.66
2026-03-31,SPY_deep,2007-11-23,0.4639,GFC,3.14,4.7,3.54
2026-03-31,SPY_deep,2022-05-19,0.4628,Inflation / Rate Hike Bear,4.07,5.41,-3.69
2026-03-31,SPY_deep,2014-01-31,0.4624,,0.84,3.28,5.28
2026-03-31,SPY_deep,2014-08-12,0.4624,,2.51,3.51,3.5
2026-03-31,SPY_deep,2014-10-03,0.4624,,-3.04,-4.1,2.67
2026-03-31,SPY_deep,2000-10-03,0.4623,Dot-com Crash,-3.38,-5.44,-0.02
2026-03-31,SPY_deep,2008-07-07,0.4622,GFC,-1.84,0.82,2.67
2026-03-31,SPY_deep,2008-01-24,0.4622,GFC,1.76,-0.79,1.73
2026-03-31,SPY_deep,2002-07-01,0.4604,Dot-com Crash,-1.47,-6.67,-6.05
2026-03-31,SPY_deep,2026-03-13,0.4585,,-2.07,-4.26,
2026-03-31,SPY_deep,2001-03-23,0.4577,Dot-com Crash,1.93,-1.03,6.2
2026-03-31,SPY_deep,2007-03-14,0.4571,,2.88,1.82,4.34
2026-03-31,SPY_deep,2012-11-19,0.4567,,0.86,1.52,3.71
2026-03-31,SPY_deep,1998-06-03,0.4563,Asian Crisis / LTCM,3.36,3.33,6.45
2026-03-31,SPY_deep,1998-08-13,0.4561,Asian Crisis / LTCM,1.92,-3.38,-3.67
2026-03-31,SPY_deep,2004-03-22,0.4561,,2.68,5.13,2.75
2026-03-31,SPY_deep,1994-12-02,0.4558,Bond Massacre / Tequila,-1.12,0.42,0.97
2026-03-31,SPY_deep,2005-03-31,0.4554,,1.09,-1.86,-1.87
2026-03-31,SPY_deep,2010-06-01,0.4545,Flash Crash / Euro Debt,-0.85,4.16,-4.01
